task,source_file,setting,embedding,baseline,primary_metric,secondary_metric,primary_value,primary_baseline,primary_delta,secondary_value,secondary_baseline,secondary_delta,failure_type
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=hESC;direction=hHep->hESC;protocol=strict;clf=mlp;seed=1;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=2958;n_test_edges=796;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.676933,0.668488,0.008445000000000036,0.565,0.57,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=hESC;direction=hHep->hESC;protocol=strict;clf=mlp;seed=4;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=2958;n_test_edges=796;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.709359,0.684055,0.025303999999999993,0.595,0.6,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mDC;direction=hHep->mDC;protocol=native;clf=lr;seed=4;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=1519;oov_train_rate=0.0611376465479808;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,precision_at_k,0.56945,0.501409,0.06804100000000002,0.585,0.59,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mDC;direction=hHep->mDC;protocol=strict;clf=lr;seed=4;n_common_genes=5465;retained_fraction=0.7414190747524081;n_train_edges=945;n_test_edges=234;oov_train_count=236;oov_test_count=236;oov_train_rate=0.0431838975297346;oov_test_rate=0.0431838975297346;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.65818,0.638879,0.019301000000000013,0.76,0.765,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=native;clf=mlp;seed=0;n_common_genes=11515;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=16744;oov_train_rate=0.0611376465479808;oov_test_rate=0.9997014747149084;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.49973,0.495549,0.00418099999999999,0.54,0.545,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=native;clf=mlp;seed=4;n_common_genes=11515;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=16744;oov_train_rate=0.0611376465479808;oov_test_rate=0.9997014747149084;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,precision_at_k,0.495549,0.495508,4.100000000001325e-05,0.545,0.55,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=lr;seed=1;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,scGPT_human,baseline,auroc,precision_at_k,0.5,0.493113,0.0068869999999999765,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=lr;seed=1;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.508264,0.493113,0.015151000000000026,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=lr;seed=2;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.49449,0.493113,0.0013769999999999616,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=lr;seed=2;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.49449,0.493113,0.0013769999999999616,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=lr;seed=2;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.5,0.493113,0.0068869999999999765,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mESC;direction=hHep->mESC;protocol=strict;clf=mlp;seed=4;n_common_genes=8010;retained_fraction=0.6956144159791576;n_train_edges=2101;n_test_edges=389;oov_train_count=149;oov_test_count=8007;oov_train_rate=0.0186017478152309;oov_test_rate=0.999625468164794;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.501377,0.493113,0.008263999999999938,0.905,0.91,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.652684,0.614044,0.03864000000000001,0.715,0.72,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.658613,0.608351,0.05026200000000003,0.745,0.75,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=mlp;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.713028,0.675809,0.037219,0.795,0.8,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.715179,0.69451,0.02066900000000005,0.82,0.825,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-GM;direction=hHep->mHSC-GM;protocol=native;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.751365,0.747773,0.0035919999999999286,0.82,0.825,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-GM;direction=hHep->mHSC-GM;protocol=strict;clf=mlp;seed=0;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=323;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.712284,0.690757,0.021527000000000074,0.25,0.255,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-GM;direction=hHep->mHSC-GM;protocol=strict;clf=mlp;seed=2;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=323;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.661658,0.636792,0.024865999999999944,0.245,0.25,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-L;direction=hHep->mHSC-L;protocol=strict;clf=lr;seed=0;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=369;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.644338,0.634817,0.009521000000000002,0.39,0.395,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hESC;direction=mDC->hESC;protocol=native;clf=mlp;seed=0;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=1561;oov_train_rate=0.2060778727445394;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,precision_at_k,0.364699,0.348602,0.016096999999999972,0.305,0.31,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hHep;direction=mDC->hHep;protocol=native;clf=lr;seed=4;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=704;oov_train_rate=0.2060778727445394;oov_test_rate=0.0611376465479808;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,precision_at_k,0.488276,0.485461,0.002815000000000012,0.515,0.52,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hHep;direction=mDC->hHep;protocol=strict;clf=lr;seed=1;n_common_genes=5465;retained_fraction=0.7414190747524081;n_train_edges=972;n_test_edges=246;oov_train_count=236;oov_test_count=236;oov_train_rate=0.0431838975297346;oov_test_rate=0.0431838975297346;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.712651,0.681928,0.030723000000000056,0.37,0.375,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hHep;direction=mDC->hHep;protocol=strict;clf=mlp;seed=0;n_common_genes=5465;retained_fraction=0.7414190747524081;n_train_edges=972;n_test_edges=246;oov_train_count=236;oov_test_count=236;oov_train_rate=0.0431838975297346;oov_test_rate=0.0431838975297346;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.806099,0.71363,0.09246900000000002,0.365,0.37,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-GM;direction=mDC->mHSC-GM;protocol=strict;clf=mlp;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=490;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.51725,0.510988,0.00626199999999999,0.365,0.37,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-GM;direction=mDC->mHSC-GM;protocol=strict;clf=mlp;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=490;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.523347,0.510988,0.012359000000000009,0.365,0.37,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-GM;direction=mDC->mHSC-GM;protocol=strict;clf=mlp;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=490;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,precision_at_k,0.531529,0.510988,0.02054100000000003,0.365,0.37,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;direction=mDC->mHSC-L;protocol=strict;clf=lr;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=495;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.439494,0.438047,0.001446999999999976,0.33,0.335,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=native;clf=lr;seed=2;n_common_genes=13976;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1561;oov_train_rate=0.9997014747149084;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,precision_at_k,0.501631,0.49525,0.0063810000000000255,0.5,0.505,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=native;clf=lr;seed=4;n_common_genes=13976;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1561;oov_train_rate=0.9997014747149084;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,precision_at_k,0.501281,0.493653,0.007627999999999968,0.49,0.495,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=native;clf=mlp;seed=0;n_common_genes=13976;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1561;oov_train_rate=0.9997014747149084;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,minus,baseline,auroc,precision_at_k,0.479178,0.479108,7.00000000000145e-05,0.485,0.49,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=native;clf=mlp;seed=3;n_common_genes=13976;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1561;oov_train_rate=0.9997014747149084;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.487161,0.467383,0.019778000000000018,0.475,0.48,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=strict;clf=lr;seed=2;n_common_genes=8262;retained_fraction=0.5911562678878076;n_train_edges=1596;n_test_edges=467;oov_train_count=8258;oov_test_count=173;oov_train_rate=0.999515855725006;oov_test_rate=0.0209392398934882;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,precision_at_k,0.521109,0.501149,0.01996000000000009,0.395,0.4,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-E;direction=mESC->mHSC-E;protocol=native;clf=lr;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.484347,0.442293,0.042054000000000036,0.45,0.455,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-E;direction=mESC->mHSC-E;protocol=native;clf=lr;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.490932,0.443185,0.047746999999999984,0.42,0.425,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-GM;direction=mESC->mHSC-GM;protocol=native;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scconcept,baseline,auroc,precision_at_k,0.517718,0.471563,0.046155,0.52,0.525,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-GM;direction=mESC->mHSC-GM;protocol=strict;clf=mlp;seed=0;n_common_genes=3039;retained_fraction=0.6381772364552709;n_train_edges=245;n_test_edges=325;oov_train_count=3038;oov_test_count=291;oov_train_rate=0.9996709443896018;oov_test_rate=0.0957551826258637;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.525523,0.496882,0.028640999999999972,0.235,0.24,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-L;direction=mESC->mHSC-L;protocol=native;clf=lr;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.469478,0.468716,0.0007619999999999849,0.475,0.48,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-L;direction=mESC->mHSC-L;protocol=native;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,precision_at_k,0.543031,0.481628,0.06140300000000004,0.53,0.535,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.64519,0.6124,0.032789999999999986,0.69,0.695,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=native;clf=lr;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.660744,0.616339,0.04440500000000003,0.705,0.71,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=strict;clf=lr;seed=0;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1295;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,precision_at_k,0.636402,0.635245,0.0011570000000000746,0.5,0.505,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=strict;clf=mlp;seed=1;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1295;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,scGPT_human,baseline,auroc,precision_at_k,0.615759,0.584947,0.03081199999999995,0.5,0.505,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,precision_at_k,0.712534,0.677815,0.034719000000000055,0.765,0.77,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=strict;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,precision_at_k,0.712534,0.677815,0.034719000000000055,0.765,0.77,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=coverage_matched;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,precision_at_k,0.712534,0.677815,0.034719000000000055,0.765,0.77,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hHep;direction=mHSC-GM->hHep;protocol=native;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=704;oov_train_rate=0.1820663586728265;oov_test_rate=0.0611376465479808;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.821051,0.809856,0.011194999999999955,0.825,0.83,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=3;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.545183,0.529899,0.015283999999999964,0.45,0.455,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=4;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,precision_at_k,0.562508,0.553678,0.008830000000000005,0.47,0.475,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=4;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,precision_at_k,0.576331,0.553678,0.022653000000000034,0.47,0.475,-0.0050000000000000044,AUROC improves but Precision@K drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=mlp;seed=0;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,precision_at_k,0.63147,0.614237,0.017232999999999943,0.495,0.5,-0.0050000000000000044,AUROC improves but Precision@K drops
