train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,mlp,1,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.353288,0.400763,0.040816,0.480499,0.478723,1.0,0.45601
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,mlp,2,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.371882,0.405158,0.109091,0.461905,0.478723,1.0,0.478823
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,mlp,3,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.320635,0.391293,0.0,0.438776,0.478723,1.0,0.465731
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,mlp,4,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.328345,0.39019,0.109091,0.461905,0.478723,1.0,0.465245
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,lr,0,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.241365,0.267198,0.042553,0.450658,0.372549,1.0,0.39474
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,lr,1,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.237664,0.26004,0.04,0.42722,0.372549,1.0,0.42259
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,lr,2,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.220806,0.257025,0.072727,0.409128,0.372549,1.0,0.449117
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,lr,3,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.281661,0.277443,0.115385,0.453536,0.372549,1.0,0.424149
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,lr,4,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.240543,0.260911,0.070175,0.393503,0.372549,1.0,0.454624
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,mlp,0,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.311678,0.282997,0.039216,0.419408,0.372549,1.0,0.439509
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,mlp,1,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.344161,0.301996,0.083333,0.463816,0.372549,1.0,0.379146
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,mlp,2,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.379934,0.326083,0.040816,0.435033,0.372549,1.0,0.367953
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,mlp,3,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.400905,0.327145,0.181818,0.472039,0.372549,1.0,0.376982
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_bias_rec_best,mlp,4,2012,0.4225115497690046,893,102,367,418,0.1824055666003976,0.2077534791252485,mean_embedding,0.399671,0.317311,0.190476,0.43051,0.372549,1.0,0.385379
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,lr,0,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.499164,0.467617,0.485437,0.534091,0.392857,1.0,0.414224
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,lr,1,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.581718,0.451555,0.514286,0.556818,0.392857,1.0,0.364019
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,lr,2,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.559993,0.508212,0.540541,0.56885,0.392857,1.0,0.38856
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,lr,3,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.532921,0.487186,0.491228,0.509358,0.392857,1.0,0.409877
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,lr,4,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.532587,0.489083,0.52459,0.525401,0.392857,1.0,0.425549
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,mlp,0,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.456049,0.441166,0.367347,0.43984,0.392857,1.0,0.427079
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,mlp,1,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.484793,0.457592,0.313253,0.456551,0.392857,1.0,0.33377
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,mlp,2,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.479111,0.429756,0.333333,0.467914,0.392857,1.0,0.351933
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,mlp,3,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.472426,0.463192,0.4,0.480615,0.392857,1.0,0.388936
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_plain_best,mlp,4,2012,0.4225115497690046,812,112,383,401,0.1903578528827037,0.1993041749502982,mean_embedding,0.530582,0.482796,0.444444,0.536096,0.392857,1.0,0.307353
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,lr,0,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.493196,0.682736,0.212766,0.500791,0.663866,1.0,0.53348
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,lr,1,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.439399,0.629268,0.189474,0.469462,0.663866,1.0,0.592999
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,lr,2,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.497943,0.698071,0.217391,0.525791,0.663866,1.0,0.540497
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,lr,3,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.488449,0.66054,0.172043,0.475633,0.663866,1.0,0.602064
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,lr,4,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.56693,0.722591,0.217391,0.525791,0.663866,1.0,0.535984
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,mlp,0,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.346044,0.594497,0.0,0.5,0.663866,1.0,0.626595
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,mlp,1,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.301741,0.569686,0.072289,0.506487,0.663866,1.0,0.618503
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,mlp,2,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.428639,0.617519,0.090909,0.462816,0.663866,1.0,0.614485
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,mlp,3,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.285285,0.539394,0.023529,0.443829,0.663866,1.0,0.575053
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,v4_type_pe_best,mlp,4,2012,0.4225115497690046,1140,119,381,421,0.1893638170974155,0.2092445328031809,mean_embedding,0.430854,0.652437,0.116279,0.506646,0.663866,1.0,0.561075
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,lr,0,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.287879,0.492017,0.632479,0.415455,0.60241,1.0,0.447608
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,lr,1,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.308485,0.495381,0.592593,0.426061,0.60241,1.0,0.455146
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,lr,2,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.294545,0.494466,0.614035,0.410606,0.60241,1.0,0.451712
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,lr,3,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.349091,0.517434,0.574074,0.400909,0.60241,1.0,0.441053
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,lr,4,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.309697,0.50003,0.574074,0.400909,0.60241,1.0,0.454207
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,mlp,0,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.290909,0.482325,0.4375,0.331212,0.60241,1.0,0.413484
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,mlp,1,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.303636,0.501518,0.560748,0.390909,0.60241,1.0,0.486524
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,mlp,2,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.328485,0.517391,0.568807,0.385758,0.60241,1.0,0.477277
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,mlp,3,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.312727,0.498794,0.504854,0.350909,0.60241,1.0,0.441833
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept,mlp,4,2012,0.4225115497690046,1205,83,368,424,0.1829025844930417,0.2107355864811133,mean_embedding,0.295152,0.491379,0.584906,0.431212,0.60241,1.0,0.479009
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,lr,0,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.43659,0.391159,0.337349,0.448659,0.436893,1.0,0.438149
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,lr,1,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.438506,0.424938,0.231884,0.450958,0.436893,1.0,0.434882
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,lr,2,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.421648,0.37927,0.313253,0.428927,0.436893,1.0,0.43225
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,lr,3,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.394253,0.394043,0.285714,0.441188,0.436893,1.0,0.459389
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,lr,4,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.39023,0.37576,0.27027,0.447318,0.436893,1.0,0.458932
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,mlp,0,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.365709,0.354012,0.222222,0.425096,0.436893,1.0,0.47726
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,mlp,1,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.40249,0.367272,0.296296,0.426437,0.436893,1.0,0.472089
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,mlp,2,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.396552,0.368303,0.126984,0.423755,0.436893,1.0,0.441876
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,mlp,3,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.400575,0.374962,0.266667,0.438697,0.436893,1.0,0.435471
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scconcept_encoded,mlp,4,2012,0.4225115497690046,1113,103,385,415,0.191351888667992,0.2062624254473161,mean_embedding,0.421648,0.386405,0.27027,0.447318,0.436893,1.0,0.445758
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,lr,0,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.676105,0.607524,0.388235,0.573438,0.54,0.907563,0.330559
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,lr,1,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.553708,0.522739,0.384615,0.54561,0.48,0.806723,0.366006
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,lr,2,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.622001,0.556371,0.304878,0.532578,0.53,0.890756,0.365333
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,lr,3,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.649099,0.575486,0.395722,0.543143,0.53,0.890756,0.339275
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,lr,4,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.668006,0.611029,0.433862,0.567196,0.54,0.907563,0.34342
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,mlp,0,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.635185,0.597982,0.339869,0.580258,0.51,0.857143,0.316856
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,mlp,1,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.640726,0.604434,0.293333,0.559828,0.515,0.865546,0.291828
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,mlp,2,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.515071,0.484694,0.118519,0.504628,0.49,0.823529,0.343554
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,mlp,3,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.596913,0.553992,0.241611,0.532152,0.5,0.840336,0.334257
mHSC-E,mDC,mHSC-E->mDC,topology_matched,minus,mlp,4,1982,0.4162116757664846,631,257,161,164,0.0812310797174571,0.0827447023208879,mean_embedding,0.611923,0.568146,0.258503,0.547223,0.51,0.857143,0.339611
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,lr,0,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.508799,0.503745,0.342246,0.504019,0.46,0.773109,0.388823
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,lr,1,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.533126,0.502529,0.393939,0.518938,0.475,0.798319,0.390002
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,lr,2,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.51638,0.494233,0.425121,0.525454,0.46,0.773109,0.380325
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,lr,3,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.552247,0.54904,0.448598,0.531391,0.475,0.798319,0.373005
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,lr,4,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.550816,0.502743,0.440191,0.533857,0.47,0.789916,0.374848
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,mlp,0,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.436153,0.434752,0.171053,0.482158,0.45,0.756303,0.372837
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,mlp,1,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.465778,0.456429,0.26506,0.501857,0.45,0.756303,0.352386
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,mlp,2,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.462124,0.42491,0.112676,0.479266,0.46,0.773109,0.358529
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,mlp,3,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.447814,0.432732,0.187919,0.500853,0.44,0.739496,0.375982
mHSC-E,mDC,mHSC-E->mDC,topology_matched,baseline,mlp,4,1982,0.4162116757664846,652,257,162,162,0.0817356205852674,0.0817356205852674,mean_embedding,0.5545,0.51015,0.178082,0.503897,0.5,0.840336,0.336765
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,lr,0,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.652935,0.635397,0.533333,0.608483,0.51,0.857143,0.289096
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,lr,1,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.57493,0.572498,0.45,0.558641,0.455,0.764706,0.330392
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,lr,2,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.672452,0.675424,0.560345,0.599196,0.5,0.840336,0.279723
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,lr,3,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.700311,0.681928,0.574074,0.633693,0.525,0.882353,0.263403
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,lr,4,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.653635,0.637476,0.438776,0.557484,0.515,0.865546,0.312355
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,mlp,0,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.630678,0.555519,0.344444,0.521556,0.51,0.857143,0.323992
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,mlp,1,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.612136,0.571584,0.442105,0.571398,0.505,0.848739,0.295492
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,mlp,2,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.512544,0.482652,0.198675,0.501431,0.465,0.781513,0.308882
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,mlp,3,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.626324,0.598313,0.513761,0.579497,0.51,0.857143,0.31171
mHSC-E,mDC,mHSC-E->mDC,topology_matched,scGPT_human,mlp,4,1982,0.4162116757664846,821,257,162,160,0.0817356205852674,0.0807265388496468,mean_embedding,0.600688,0.560505,0.372093,0.558367,0.485,0.815126,0.341463
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,lr,0,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.640726,0.553201,0.420513,0.545457,0.54,0.907563,0.363808
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,lr,1,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.598648,0.550883,0.495238,0.577183,0.495,0.831933,0.351755
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,lr,2,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.647424,0.581529,0.456853,0.56951,0.53,0.890756,0.338333
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,lr,3,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.600719,0.542511,0.485714,0.569358,0.525,0.882353,0.365412
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,lr,4,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.605133,0.554482,0.373057,0.513579,0.535,0.89916,0.385851
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,mlp,0,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.732737,0.681812,0.468571,0.617921,0.55,0.92437,0.271784
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,mlp,1,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.623889,0.559088,0.30303,0.528955,0.505,0.848739,0.343897
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,mlp,2,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.714255,0.667748,0.402367,0.584886,0.545,0.915966,0.279817
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,mlp,3,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.746072,0.718944,0.415094,0.613293,0.56,0.941176,0.265379
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_bias_rec_best,mlp,4,1982,0.4162116757664846,701,257,159,163,0.0802219979818365,0.0822401614530776,mean_embedding,0.61104,0.57689,0.402367,0.584886,0.5,0.840336,0.31456
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,lr,0,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.510991,0.457001,0.481328,0.511813,0.48,0.806723,0.39146
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,lr,1,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.492601,0.443767,0.490272,0.492967,0.47,0.789916,0.403785
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,lr,2,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.601815,0.587409,0.436548,0.553861,0.505,0.848739,0.334879
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,lr,3,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.56878,0.505842,0.390244,0.501401,0.51,0.857143,0.357191
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,lr,4,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.600627,0.547699,0.557377,0.579193,0.49,0.823529,0.331995
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,mlp,0,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.538028,0.474317,0.398148,0.48502,0.495,0.831933,0.367596
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,mlp,1,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.489618,0.476472,0.290503,0.486055,0.47,0.789916,0.340798
mHSC-E,mDC,mHSC-E->mDC,topology_matched,v4_plain_best,mlp,2,1982,0.4162116757664846,606,257,161,163,0.0812310797174571,0.0822401614530776,mean_embedding,0.620052,0.565212,0.388889,0.552856,0.525,0.882353,0.318218
