train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
mHSC-E,mDC,mHSC-E->mDC,native,scconcept,mlp,3,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.472772,0.511532,0.48986,0.50071,0.515,0.152819,0.39515
mHSC-E,mDC,mHSC-E->mDC,native,scconcept,mlp,4,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.477574,0.522356,0.462932,0.503876,0.565,0.167656,0.387227
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,lr,0,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.368202,0.429585,0.339211,0.401036,0.35,0.103858,0.523392
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,lr,1,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.398485,0.442525,0.364548,0.421595,0.375,0.111276,0.505786
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,lr,2,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.401431,0.442945,0.382134,0.431239,0.35,0.103858,0.500964
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,lr,3,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.377142,0.431837,0.363331,0.42406,0.335,0.099407,0.513775
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,lr,4,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.422018,0.456051,0.414557,0.435278,0.425,0.126113,0.489114
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,mlp,0,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.397941,0.448387,0.397426,0.42889,0.355,0.105341,0.481423
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,mlp,1,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.404212,0.452356,0.378512,0.427385,0.36,0.106825,0.486911
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,mlp,2,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.412681,0.458924,0.385679,0.424631,0.395,0.117211,0.477983
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,mlp,3,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.377698,0.436092,0.356846,0.40989,0.35,0.103858,0.516067
mHSC-E,mDC,mHSC-E->mDC,native,scconcept_encoded,mlp,4,4762,1.0,5221,1307,867,1519,0.1820663586728265,0.2060778727445394,mean_embedding,0.370048,0.429872,0.303301,0.407313,0.315,0.093472,0.501675
mHSC-E,mDC,mHSC-E->mDC,strict,minus,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.537237,0.48206,0.321839,0.519821,0.5,0.840336,0.401584
mHSC-E,mDC,mHSC-E->mDC,strict,minus,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.576361,0.504849,0.391753,0.525606,0.505,0.848739,0.381176
mHSC-E,mDC,mHSC-E->mDC,strict,minus,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.610218,0.555048,0.414141,0.534588,0.5,0.840336,0.358007
mHSC-E,mDC,mHSC-E->mDC,strict,minus,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.550816,0.492089,0.388626,0.487486,0.5,0.840336,0.390384
mHSC-E,mDC,mHSC-E->mDC,strict,minus,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.55447,0.487695,0.338624,0.496773,0.5,0.840336,0.397704
mHSC-E,mDC,mHSC-E->mDC,strict,minus,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.53477,0.476074,0.297143,0.500548,0.495,0.831933,0.372601
mHSC-E,mDC,mHSC-E->mDC,strict,minus,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.556114,0.505592,0.299401,0.521709,0.495,0.831933,0.356452
mHSC-E,mDC,mHSC-E->mDC,strict,minus,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.530386,0.484515,0.241379,0.465047,0.505,0.848739,0.383585
mHSC-E,mDC,mHSC-E->mDC,strict,minus,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.546127,0.476805,0.308571,0.508373,0.48,0.806723,0.382449
mHSC-E,mDC,mHSC-E->mDC,strict,minus,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.531025,0.476285,0.266667,0.50548,0.48,0.806723,0.39027
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.635245,0.615953,0.552036,0.607752,0.505,0.848739,0.316393
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.640056,0.600784,0.571429,0.630069,0.5,0.840336,0.306852
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.609974,0.587588,0.497696,0.56747,0.495,0.831933,0.348088
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.600292,0.566791,0.524444,0.577609,0.48,0.806723,0.346714
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.680307,0.644335,0.598214,0.643831,0.5,0.840336,0.289764
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.61987,0.561174,0.549356,0.587748,0.48,0.806723,0.312576
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.584947,0.532601,0.493151,0.560224,0.505,0.848739,0.331711
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.618926,0.566011,0.540541,0.596304,0.5,0.840336,0.308058
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.607204,0.55476,0.47619,0.561533,0.495,0.831933,0.308177
mHSC-E,mDC,mHSC-E->mDC,strict,baseline,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.606656,0.543592,0.461538,0.576757,0.505,0.848739,0.331389
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.609213,0.579032,0.50655,0.555292,0.505,0.848739,0.319799
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.678206,0.636925,0.583333,0.609335,0.525,0.882353,0.28892
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.720253,0.696788,0.625,0.667306,0.525,0.882353,0.250748
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.679454,0.66715,0.619048,0.628456,0.51,0.857143,0.280272
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.672391,0.625448,0.572687,0.617312,0.515,0.865546,0.275387
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.627755,0.554181,0.395604,0.553434,0.515,0.865546,0.324572
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.615759,0.534322,0.529148,0.584856,0.5,0.840336,0.291857
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.625929,0.571196,0.397906,0.536475,0.51,0.857143,0.322386
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.625441,0.58781,0.478873,0.558489,0.51,0.857143,0.309848
mHSC-E,mDC,mHSC-E->mDC,strict,scGPT_human,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.607417,0.557071,0.417112,0.558793,0.49,0.823529,0.319986
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.608422,0.569403,0.488479,0.559646,0.515,0.865546,0.355644
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.664809,0.601207,0.586207,0.622671,0.515,0.865546,0.317136
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.655645,0.583654,0.57265,0.6076,0.52,0.87395,0.316835
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.626355,0.598307,0.528634,0.578188,0.505,0.848739,0.330313
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.630191,0.604155,0.540773,0.579923,0.52,0.87395,0.337154
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.703568,0.662838,0.590308,0.632962,0.525,0.882353,0.27578
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.604738,0.530432,0.358696,0.522713,0.505,0.848739,0.322548
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.652326,0.614869,0.520548,0.583699,0.53,0.890756,0.305088
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.684204,0.631624,0.542857,0.616307,0.515,0.865546,0.277149
mHSC-E,mDC,mHSC-E->mDC,strict,v4_bias_rec_best,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.634484,0.599087,0.455959,0.576178,0.505,0.848739,0.275747
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.633723,0.597727,0.560345,0.599196,0.52,0.87395,0.330364
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.660516,0.608896,0.568966,0.607021,0.52,0.87395,0.315988
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.644745,0.59504,0.485714,0.569358,0.51,0.857143,0.330669
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.62194,0.568586,0.502165,0.548045,0.505,0.848739,0.345881
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.654123,0.632393,0.569038,0.597308,0.52,0.87395,0.308731
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.615394,0.542946,0.481481,0.555444,0.505,0.848739,0.335332
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.583851,0.52423,0.320442,0.502284,0.505,0.848739,0.341904
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.656467,0.59122,0.390805,0.56677,0.54,0.907563,0.321897
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.619109,0.565192,0.433862,0.567196,0.515,0.865546,0.329207
mHSC-E,mDC,mHSC-E->mDC,strict,v4_plain_best,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.643892,0.591354,0.477778,0.615455,0.525,0.882353,0.280358
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.686396,0.634839,0.614719,0.649769,0.51,0.857143,0.275519
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.764249,0.693783,0.714286,0.722354,0.55,0.92437,0.240595
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.722689,0.666223,0.641026,0.670199,0.53,0.890756,0.256003
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.681525,0.619689,0.559633,0.618621,0.515,0.865546,0.28482
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.767263,0.727627,0.680328,0.696566,0.545,0.915966,0.235114
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.652357,0.587434,0.476684,0.591828,0.515,0.865546,0.279614
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.606838,0.567705,0.495575,0.550512,0.505,0.848739,0.297975
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.670868,0.628279,0.547085,0.600505,0.51,0.857143,0.266227
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.618134,0.543997,0.479263,0.551821,0.52,0.87395,0.296902
mHSC-E,mDC,mHSC-E->mDC,strict,v4_type_pe_best,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.593533,0.5459,0.453202,0.555596,0.495,0.831933,0.275504
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.430398,0.436253,0.322222,0.505907,0.435,0.731092,0.402764
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.466052,0.462277,0.351759,0.484015,0.445,0.747899,0.3795
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.48161,0.481715,0.322917,0.478078,0.44,0.739496,0.393032
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.502314,0.470497,0.4,0.529808,0.455,0.764706,0.370182
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.429728,0.430397,0.33,0.464742,0.425,0.714286,0.413893
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.486816,0.451782,0.190476,0.508099,0.47,0.789916,0.372492
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.468213,0.457996,0.230303,0.482006,0.455,0.764706,0.390851
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.468122,0.470395,0.253165,0.515193,0.445,0.747899,0.367041
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.508403,0.508951,0.414747,0.497047,0.455,0.764706,0.300935
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.50137,0.485927,0.311111,0.498082,0.47,0.789916,0.312866
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,lr,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.397211,0.424335,0.374468,0.424004,0.425,0.714286,0.499795
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,lr,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.406406,0.428765,0.442804,0.418768,0.445,0.747899,0.497371
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,lr,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.397272,0.404998,0.426966,0.409786,0.435,0.731092,0.505572
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,lr,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.409207,0.427396,0.439216,0.445439,0.42,0.705882,0.485024
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,lr,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.416332,0.445663,0.428044,0.403118,0.445,0.747899,0.4952
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,mlp,0,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.369535,0.416822,0.373541,0.375594,0.41,0.689076,0.491681
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,mlp,1,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.366521,0.409861,0.286996,0.373584,0.425,0.714286,0.475919
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,mlp,2,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.349622,0.406503,0.327869,0.360096,0.415,0.697479,0.54098
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,mlp,3,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.386007,0.416786,0.387352,0.397911,0.44,0.739496,0.443047
mHSC-E,mDC,mHSC-E->mDC,strict,scconcept_encoded,mlp,4,2012,0.4225115497690046,1295,257,164,164,0.0815109343936381,0.0815109343936381,mean_embedding,0.350871,0.382275,0.347107,0.382992,0.41,0.689076,0.515902
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,lr,0,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.530392,0.661698,0.478873,0.556536,0.56962,1.0,0.407089
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,lr,1,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.553268,0.652023,0.360656,0.548693,0.56962,1.0,0.413418
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,lr,2,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.522549,0.609133,0.3,0.511765,0.56962,1.0,0.430459
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,lr,3,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.520588,0.607743,0.285714,0.467647,0.56962,1.0,0.461071
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,lr,4,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.540196,0.648118,0.254545,0.53366,0.56962,1.0,0.444769
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,mlp,0,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.462092,0.608014,0.393939,0.526797,0.56962,1.0,0.446038
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,mlp,1,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.533333,0.676766,0.296296,0.574183,0.56962,1.0,0.425718
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,mlp,2,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.386275,0.52593,0.225806,0.430719,0.56962,1.0,0.445336
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,mlp,3,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.477451,0.618843,0.315789,0.555882,0.56962,1.0,0.416513
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,minus,mlp,4,2012,0.4225115497690046,884,79,363,412,0.180417495029821,0.2047713717693837,mean_embedding,0.448366,0.572844,0.222222,0.522549,0.56962,1.0,0.475304
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,lr,0,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.591964,0.678292,0.565217,0.509524,0.512195,1.0,0.36976
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,lr,1,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.50506,0.596302,0.417266,0.510119,0.512195,1.0,0.389101
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,lr,2,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.449851,0.552526,0.432432,0.490476,0.512195,1.0,0.42023
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,lr,3,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.463095,0.551714,0.43871,0.471131,0.512195,1.0,0.439644
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,lr,4,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.458036,0.567827,0.34375,0.493452,0.512195,1.0,0.428495
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,mlp,0,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.477455,0.597196,0.336,0.5,0.512195,1.0,0.381672
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,mlp,1,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.56689,0.673261,0.48227,0.558631,0.512195,1.0,0.305299
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,mlp,2,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.432589,0.4948,0.3,0.494643,0.512195,1.0,0.43148
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,mlp,3,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.598065,0.685189,0.55,0.561905,0.512195,1.0,0.311679
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,baseline,mlp,4,2012,0.4225115497690046,957,164,354,412,0.1759443339960238,0.2047713717693837,mean_embedding,0.490997,0.613541,0.446043,0.534524,0.512195,1.0,0.390838
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,lr,0,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.377324,0.411555,0.105263,0.441497,0.478723,1.0,0.473477
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,lr,1,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.39093,0.406711,0.15873,0.422902,0.478723,1.0,0.497096
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,lr,2,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.344218,0.389858,0.190476,0.444218,0.478723,1.0,0.485251
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,lr,3,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.328345,0.379097,0.101695,0.421088,0.478723,1.0,0.500971
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,lr,4,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.325624,0.379551,0.0,0.346939,0.478723,1.0,0.510751
mHSC-E,mDC,mHSC-E->mDC,coverage_matched,scGPT_human,mlp,0,2012,0.4225115497690046,1266,94,372,455,0.1848906560636183,0.2261431411530815,mean_embedding,0.349206,0.42184,0.122449,0.523129,0.478723,1.0,0.454095
