gene,mse,mae,dataset,embedding,model,split_mode,prompt_ratio,seed
ABCC1,0.006588994059711695,0.0334688276052475,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ADGRG7,0.0032164223957806826,0.038048211485147476,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ACSM6,0.005646668374538422,0.03903383016586304,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CR1,0.1278485357761383,0.2437184751033783,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CRCT1,0.02745916321873665,0.07008679211139679,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
SMG7,0.0019107996486127377,0.03317040950059891,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-16L14.2,0.01876913011074066,0.06274105608463287,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CIBAR1P1,0.0022346139885485172,0.03257838636636734,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CTD-2619J13.9,0.09553179889917374,0.1168876588344574,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-717A5.3,0.0028463557828217745,0.03442704677581787,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CTD-2027I19.3,0.0018655755557119846,0.03177652508020401,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-42H13.1,0.0017397075425833464,0.03093486838042736,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ERICH6,0.0018445486202836037,0.03318862244486809,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
WASHC4,0.0017475795466452837,0.03179508447647095,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP1-269M15.3,0.0011008747387677431,0.025953548029065132,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RNU6-1153P,0.001754016033373773,0.03243870660662651,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CWF19L2,0.002103110309690237,0.03478541597723961,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-24J19.1,0.0019203099654987454,0.03400055691599846,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
GAPDHP28,0.001598416012711823,0.03145018592476845,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
MANSC1,0.0017473951447755098,0.03199341520667076,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-369K17.1,0.0018804423743858933,0.03231207653880119,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-666A8.9,0.002688707783818245,0.03377017751336098,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
PANK2,0.0018038279376924038,0.032661497592926025,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-95I16.6,0.00188229710329324,0.032273512333631516,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ACSM2A,0.0017786779208108783,0.032528046518564224,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
AP000233.3,0.0017945457948371768,0.03187691420316696,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
SIGLEC24P,0.0022344004828482866,0.03576374799013138,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
AC006077.3,0.0015103848418220878,0.02950718253850937,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-344P13.4,0.001739170285873115,0.03340568020939827,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP4-612B18.3,0.002066668588668108,0.035065796226263046,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RPL24P7,0.0018509302753955126,0.032536353915929794,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
